46168:
 num     #instances         #bytes  class name (module)
24816:             1             16  com.intellij.database.dataSource.srcStorage.DbSrcFileStatus
24817:             1             16  com.intellij.database.dataSource.srcStorage.DbSrcFileStatus$Companion
24818:             1             16  com.intellij.database.dataSource.srcStorage.DbSrcFileSystem
24819:             1             16  com.intellij.database.dataSource.srcStorage.DbSrcFileSystemCore$ItemType$1
24820:             1             16  com.intellij.database.dataSource.srcStorage.DbSrcReaderModeMatcher
24821:             1             16  com.intellij.database.datagrid.AggregatorWidget$Factory
24822:             1             16  com.intellij.database.datagrid.DataGridStartupActivity
24823:             1             16  com.intellij.database.datagrid.DataGridStartupActivity$DataEditorConfigurator
24824:             1             16  com.intellij.database.datagrid.GridDataHookUpManager$$Lambda/0x0000009804b46978
24825:             1             16  com.intellij.database.datagrid.GridDataHookUpManager$$Lambda/0x0000009804b46bf8
24826:             1             16  com.intellij.database.datagrid.GridPositionWidget$Factory
24827:             1             16  com.intellij.database.debugger.SqlDebugRunner
24828:             1             16  com.intellij.database.diagram.DbDiagramElementManager
24829:             1             16  com.intellij.database.diagram.DbDiagramProvider$$Lambda/0x0000009804b2c8f8
24830:             1             16  com.intellij.database.diagram.DbDiagramSelectInDbView
24831:             1             16  com.intellij.database.diagram.plan.QueryPlanElementManager
24832:             1             16  com.intellij.database.diagram.plan.QueryPlanProvider$$Lambda/0x0000009804b388e8
24833:             1             16  com.intellij.database.dialects.base.TypeHelper$AseTypeHelper
24834:             1             16  com.intellij.database.dialects.base.TypeHelper$BQTypeHelper
24835:             1             16  com.intellij.database.dialects.base.TypeHelper$CHouseTypeHelper
24836:             1             16  com.intellij.database.dialects.base.TypeHelper$CassTypeHelper
24837:             1             16  com.intellij.database.dialects.base.TypeHelper$DB2TypeHelper
24838:             1             16  com.intellij.database.dialects.base.TypeHelper$DerbyTypeHelper
24839:             1             16  com.intellij.database.dialects.base.TypeHelper$ExaTypeHelper
24840:             1             16  com.intellij.database.dialects.base.TypeHelper$H2TypeHelper
24841:             1             16  com.intellij.database.dialects.base.TypeHelper$HSQLTypeHelper
24842:             1             16  com.intellij.database.dialects.base.TypeHelper$HiveTypeHelper
24843:             1             16  com.intellij.database.dialects.base.TypeHelper$OraTypeHelper
24844:             1             16  com.intellij.database.dialects.base.TypeHelper$SFlakeTypeHelper
24845:             1             16  com.intellij.database.dialects.base.TypeHelper$SQLiteTypeHelper
24846:             1             16  com.intellij.database.dialects.base.TypeHelper$VertTypeHelper
24847:             1             16  com.intellij.database.dialects.couchbase.CouchbaseDialect$1
24848:             1             16  com.intellij.database.dialects.dynamo.DynamoDbms$$Lambda/0x00000098033b4c08
24849:             1             16  com.intellij.database.dialects.dynamo.DynamoDialectKt$dummyTypeHelper$1
24850:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804754490
24851:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9c000
24852:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9c250
24853:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9c4a0
24854:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9c6f0
24855:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9c940
24856:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9cb90
24857:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9cde0
24858:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9d030
24859:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9d280
24860:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9d4d0
24861:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9d720
24862:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9d970
24863:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9dbc0
24864:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9de10
24865:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9e060
24866:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9e2b0
24867:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9e500
24868:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9e750
24869:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9e9a0
24870:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9ebf0
24871:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9ee40
24872:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9f090
24873:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9f2e0
24874:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9f530
24875:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9f780
24876:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9f9d0
24877:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804c9fc20
24878:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804ca0000
24879:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804ca0250
24880:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804ca04a0
24881:             1             16  com.intellij.database.dialects.generic.GenericDbms$$Lambda/0x0000009804ca06f0
24882:             1             16  com.intellij.database.dialects.mongo.MongoDialect$1
24883:             1             16  com.intellij.database.dialects.mssql.testing.tsqlt.TSqltConfigurationProducer
24884:             1             16  com.intellij.database.dialects.mssql.testing.tsqlt.TSqltConfigurationType$$Lambda/0x0000009804b622c0
24885:             1             16  com.intellij.database.dialects.mssql.testing.tsqlt.TSqltConfigurationType$TSqltTestConfigurationFactory
24886:             1             16  com.intellij.database.dialects.mysqlbase.MysqlBaseDbms$$Lambda/0x00000098032fdae8
24887:             1             16  com.intellij.database.dialects.mysqlbase.MysqlBaseDbms$$Lambda/0x00000098032fdd38
24888:             1             16  com.intellij.database.dialects.mysqlbase.MysqlBaseDbms$$Lambda/0x0000009803bac000
24889:             1             16  com.intellij.database.dialects.mysqlbase.MysqlBaseDbms$$Lambda/0x0000009803bac250
24890:             1             16  com.intellij.database.dialects.oracle.OracleDbms$$Lambda/0x000000980332a8e0
24891:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerFacade$$Lambda/0x0000009805582000
24892:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerFacade$Companion
24893:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerSettings$CompatibleState
24894:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerSettingsExtension
24895:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerSettingsExtension$Companion
24896:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerUsageCollector
24897:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerUsageCollector$$Lambda/0x0000009804b61320
24898:             1             16  com.intellij.database.dialects.oracle.debugger.OraDebuggerUsageCollector$STEPPING_MODE$1
24899:             1             16  com.intellij.database.dialects.oracle.debugger.OraLineBreakpointType$$Lambda/0x0000009804460000
24900:             1             16  com.intellij.database.dialects.oracle.debugger.OraLineBreakpointType$Companion
24901:             1             16  com.intellij.database.dialects.oracle.ex.coverage.UtPlSqlCoverageProgramRunner
24902:             1             16  com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlConfigurationProducer
24903:             1             16  com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlConfigurationType$$Lambda/0x0000009804b60000
24904:             1             16  com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlConfigurationType$UtPlsSqlTestConfigurationFactory
24905:             1             16  com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlCustomFoldingProvider
24906:             1             16  com.intellij.database.dialects.oracle.testing.utplsql.UtPlSqlHighlightingPassFactory
24907:             1             16  com.intellij.database.dialects.postgresbase.PostgresBaseDbms$$Lambda/0x000000980331f708
24908:             1             16  com.intellij.database.dialects.redis.RedisDbms$$Lambda/0x00000098026a2528
24909:             1             16  com.intellij.database.dialects.redis.RedisDialect$1
24910:             1             16  com.intellij.database.dialects.redis.backend.psi.stubs.RedisDmlNameIndex
24911:             1             16  com.intellij.database.dialects.sqlite.sql.SqliteParserDefinition
24912:             1             16  com.intellij.database.dialects.sqlite.sql.psi.stubs.SqliteStubRegistryExtension
24913:             1             16  com.intellij.database.editor.DatabaseCompositeTableEditorListener
24914:             1             16  com.intellij.database.editor.DatabaseCompositeTableEditorProvider
24915:             1             16  com.intellij.database.editor.DatabaseEditorHelper$$Lambda/0x0000009803909a70
24916:             1             16  com.intellij.database.editor.DatabaseEditorHelper$1
24917:             1             16  com.intellij.database.editor.DatabaseEditorHelper$2
24918:             1             16  com.intellij.database.editor.DatabaseStartupActivity
24919:             1             16  com.intellij.database.editor.DatabaseStartupActivity$$Lambda/0x0000009803908a88
24920:             1             16  com.intellij.database.editor.DbElementSelectInProvider
24921:             1             16  com.intellij.database.extensions.ExtensionsServiceImpl
24922:             1             16  com.intellij.database.featureStatistics.DatabaseFeaturesApplicabilityFilter
24923:             1             16  com.intellij.database.featureStatistics.DatabaseProductivityFeaturesProvider
24924:             1             16  com.intellij.database.intentions.RunQueryInConsoleIntentionAction
24925:             1             16  com.intellij.database.intentions.RunQueryInConsoleIntentionAction$Companion
24926:             1             16  com.intellij.database.intentions.RunQueryIntentionActionAvailable$Companion
24927:             1             16  com.intellij.database.introspection.DBIntrospectorStatsProvider$Companion
24928:             1             16  com.intellij.database.liveTemplates.macros.DbColumnsMacro
24929:             1             16  com.intellij.database.liveTemplates.macros.DbContextMacroBase$Companion
24930:             1             16  com.intellij.database.liveTemplates.macros.DbObjectNameMacro
24931:             1             16  com.intellij.database.model.DasObject$$Lambda/0x00000098026b1908
24932:             1             16  com.intellij.database.pro.dataSource.srcStorage.DbSrcToolWindowFactory
24933:             1             16  com.intellij.database.pro.dataSource.srcStorage.DbSrcToolWindowFactory$$Lambda/0x0000009802e32ae0
24934:             1             16  com.intellij.database.pro.dataSource.srcStorage.DbSrcToolWindowFactory$1
24935:             1             16  com.intellij.database.psi.DbBookmarkProvider
24936:             1             16  com.intellij.database.psi.DbBookmarkProvider$$Lambda/0x0000009804aa1200
24937:             1             16  com.intellij.database.psi.DbBookmarkProvider$$Lambda/0x0000009804aa1458
24938:             1             16  com.intellij.database.psi.DbElementDescriptionProvider
24939:             1             16  com.intellij.database.psi.DbFindUsagesHandlerFactory
24940:             1             16  com.intellij.database.psi.DbPsiFacadeImpl$1
24941:             1             16  com.intellij.database.psi.DbPsiFacadeImpl$2
24942:             1             16  com.intellij.database.psi.DbQualifiedNameProvider
24943:             1             16  com.intellij.database.psi.DbRenameHandler
24944:             1             16  com.intellij.database.psi.DbRenameHandler$DatabaseVetoRenameCondition
24945:             1             16  com.intellij.database.psi.DbRenameInputValidator
24946:             1             16  com.intellij.database.psi.DbRenamePsiElementProcessor$Companion
24947:             1             16  com.intellij.database.psi.DbVetoRenameCondition
24948:             1             16  com.intellij.database.psi.documentation.DbDocumentationTargetProvider
24949:             1             16  com.intellij.database.run.DeactivateBeforeRunTask$Provider$$Lambda/0x0000009804b576d8
24950:             1             16  com.intellij.database.run.actions.DataGridUrlNavigationActionHelper
24951:             1             16  com.intellij.database.run.actions.DebugRoutineAction$$Lambda/0x0000009804b346f0
24952:             1             16  com.intellij.database.run.actions.DebugRoutineAction$$Lambda/0x0000009804b34b78
24953:             1             16  com.intellij.database.run.actions.DumpAction$$Lambda/0x0000009804b566e8
24954:             1             16  com.intellij.database.run.actions.DumpAction$$Lambda/0x0000009804b56990
24955:             1             16  com.intellij.database.run.actions.DumpAction$$Lambda/0x0000009804b56c28
24956:             1             16  com.intellij.database.run.actions.DumpAction$$Lambda/0x0000009804b57180
24957:             1             16  com.intellij.database.run.ui.DataGridDocumentationProvider
24958:             1             16  com.intellij.database.run.ui.table.TableFloatingToolbar$$Lambda/0x0000009802595800
24959:             1             16  com.intellij.database.run.ui.table.TableFloatingToolbar$Companion
24960:             1             16  com.intellij.database.run.ui.table.TableFloatingToolbar$CustomizableGroupProvider
24961:             1             16  com.intellij.database.scopes.DbSearchScopesProvider
24962:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803e715d8
24963:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803e71870
24964:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803e71b08
24965:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803f34800
24966:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803f34a98
24967:             1             16  com.intellij.database.script.ScriptModelUtilCore$$Lambda/0x0000009803f34d30
24968:             1             16  com.intellij.database.settings.DatabaseSettings$$Lambda/0x0000009804b4eb80
24969:             1             16  com.intellij.database.settings.DatabaseSettings$$Lambda/0x0000009804b5c480
24970:             1             16  com.intellij.database.settings.ExtraParametersProvider
24971:             1             16  com.intellij.database.settings.QueryFileSettings$Companion
24972:             1             16  com.intellij.database.settings.QueryFileSettings$QueryFilesPathMacroFilter
24973:             1             16  com.intellij.database.settings.UserPatterns$Predef$$Lambda/0x0000009804b8c468
24974:             1             16  com.intellij.database.sql.backend.core.SqlRoutineIndex
24975:             1             16  com.intellij.database.sql.backend.core.SqlRoutineIndex$$Lambda/0x000000980285c500
24976:             1             16  com.intellij.database.sql.backend.core.SqlRoutineIndex$Companion
24977:             1             16  com.intellij.database.sql.backend.core.SqlRoutineIndex$getInputFilter$1
24978:             1             16  com.intellij.database.sql.backend.core.psi.impl.support.SqlAltNamesSearcher
24979:             1             16  com.intellij.database.sql.backend.core.psi.impl.support.SqlAsteriskReferenceSearcher
24980:             1             16  com.intellij.database.sql.backend.core.psi.impl.support.SqlBuiltinReferenceSearcher
24981:             1             16  com.intellij.database.sql.backend.core.psi.impl.support.SqlPsiSymbolDeclarationProvider
24982:             1             16  com.intellij.database.sql.backend.core.psi.stubs.SqlTableNameIndex
24983:             1             16  com.intellij.database.sql.common.impl.SqlTypedHandler
24984:             1             16  com.intellij.database.sql.common.impl.editor.SqlBasicWordSelectionFilter
24985:             1             16  com.intellij.database.sql.common.impl.editor.SqlBraceMatcherBasedSelectioner
24986:             1             16  com.intellij.database.sql.common.impl.editor.SqlEnterHandlerDelegate
24987:             1             16  com.intellij.database.sql.common.impl.editor.SqlEnterHandlerDelegate$$Lambda/0x0000009802f63b80
24988:             1             16  com.intellij.database.sql.common.impl.editor.SqlEnterInStringHandler
24989:             1             16  com.intellij.database.sql.common.impl.formatter.SqlLanguageCodeStyleSettingsContributor
24990:             1             16  com.intellij.database.sql.intelliLang.injection.SqlTypeBasedInjectionSupport
24991:             1             16  com.intellij.database.statistic.DatabaseAndSchemaSelectionCollector
24992:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$ConfigImpl$$Lambda/0x0000009805162fd8
24993:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$ConfigImpl$$Lambda/0x0000009805163228
24994:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$ConfigImpl$$Lambda/0x00000098051636f0
24995:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$DbmsValidationRule
24996:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$SettingsState$$Lambda/0x0000009805514c28
24997:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$SettingsState$$Lambda/0x0000009805515108
24998:             1             16  com.intellij.database.statistic.DatabaseUsagesCollectors$SettingsState$$Lambda/0x00000098055155e8
24999:             1             16  com.intellij.database.statistic.DbFusConnectionLogger
25000:             1             16  com.intellij.database.statistic.DbFusGridCollector
25001:             1             16  com.intellij.database.statistic.DbFusImportCollector
25002:             1             16  com.intellij.database.statistic.DbFusIntrospectionCollector
25003:             1             16  com.intellij.database.statistic.DbFusIntrospectionCollector$$Lambda/0x00000098051610c0
25004:             1             16  com.intellij.database.statistic.DbFusModelLoadingCollector
25005:             1             16  com.intellij.database.statistic.DbFusModelLoadingLogger
25006:             1             16  com.intellij.database.statistic.DialogActivity$Companion
25007:             1             16  com.intellij.database.statistic.ImportActivity$Companion
25008:             1             16  com.intellij.database.statistic.SchemaDiffUsagesCollector
25009:             1             16  com.intellij.database.statistic.SwitchSessionUsagesCollector$Companion
25010:             1             16  com.intellij.database.util.AsyncTask$Companion
25011:             1             16  com.intellij.database.util.AsyncTask$Companion$$Lambda/0x0000009802e6ace0
25012:             1             16  com.intellij.database.util.AsyncTask$Frame$$Lambda/0x0000009802ec6390
25013:             1             16  com.intellij.database.util.AsyncTask$Frame$$Lambda/0x0000009802ec6600
25014:             1             16  com.intellij.database.util.AsyncTask$Frame$Companion
25015:             1             16  com.intellij.database.util.AsyncTask$Frame$Companion$FrameElement
25016:             1             16  com.intellij.database.util.AsyncUtil$$Lambda/0x000000980388f990
25017:             1             16  com.intellij.database.util.DasUtil$$Lambda/0x0000009803f3a180
25018:             1             16  com.intellij.database.util.DasUtil$$Lambda/0x0000009803f3a418
25019:             1             16  com.intellij.database.util.DasUtil$$Lambda/0x0000009803f3a6b0
25020:             1             16  com.intellij.database.util.DasUtil$$Lambda/0x0000009803f3ae00
25021:             1             16  com.intellij.database.util.DasUtil$$Lambda/0x0000009803f3b050
25022:             1             16  com.intellij.database.util.DbImplUtil$$Lambda/0x0000009803254a18
25023:             1             16  com.intellij.database.util.DbImplUtil$$Lambda/0x00000098039d3018
25024:             1             16  com.intellij.database.util.DbImplUtilCore$$Lambda/0x0000009802f50900
25025:             1             16  com.intellij.database.util.DbImplUtilCore$$Lambda/0x0000009802f50b50
25026:             1             16  com.intellij.database.util.DbUtil$$Lambda/0x0000009804b8d6c8
25027:             1             16  com.intellij.database.util.ObjectPaths$$Lambda/0x0000009803976fa0
25028:             1             16  com.intellij.database.util.SqlDialects
25029:             1             16  com.intellij.database.util.TokenPatternCache$$Lambda/0x0000009804b4f2b0
25030:             1             16  com.intellij.database.util.TokenPatternCache$$Lambda/0x0000009804b4f550
25031:             1             16  com.intellij.database.util.TokenPatternCache$$Lambda/0x0000009804b4fa18
25032:             1             16  com.intellij.database.vfs.DatabaseElementFileType
25033:             1             16  com.intellij.database.vfs.DatabaseElementTabTitleProvider
25034:             1             16  com.intellij.database.vfs.DbStorageFileType$Detector
25035:             1             16  com.intellij.database.vfs.DbVFSUtilsImpl
25036:             1             16  com.intellij.database.view.DatabaseColorManager$$Lambda/0x000000980400e6d0
25037:             1             16  com.intellij.database.view.DatabaseColorManager$Local$1
25038:             1             16  com.intellij.database.view.DatabaseEditorTabColorProvider
25039:             1             16  com.intellij.database.view.DatabaseNavBarExtension
25040:             1             16  com.intellij.database.view.DatabaseNavBarService$$Lambda/0x0000009804db4238
25041:             1             16  com.intellij.database.view.DatabaseNavBarService$$Lambda/0x0000009804db4490
25042:             1             16  com.intellij.database.view.DatabaseNavBarService$Companion
25043:             1             16  com.intellij.database.view.DatabaseNodeWrappingService$$Lambda/0x0000009804db4db8
25044:             1             16  com.intellij.database.view.DatabaseNodeWrappingService$$Lambda/0x0000009804db5008
25045:             1             16  com.intellij.database.view.DatabaseNodeWrappingService$$Lambda/0x0000009804db5260
25046:             1             16  com.intellij.database.view.DatabaseNodeWrappingService$Companion
25047:             1             16  com.intellij.database.view.SelectInDatabaseView
25048:             1             16  com.intellij.database.view.structure.DvForestAction$Companion
25049:             1             16  com.intellij.database.view.ui.KnownCloudProviderPlugins$Companion
25050:             1             16  com.intellij.dev.psiViewer.PsiViewerActionEnabler$Companion
25051:             1             16  com.intellij.diagnostic.AnalyzePendingSnapshotActivity
25052:             1             16  com.intellij.diagnostic.CheckerState$CHECKING
25053:             1             16  com.intellij.diagnostic.CheckerState$FINISHED
25054:             1             16  com.intellij.diagnostic.CheckerState$FREEZE_DETECTED
25055:             1             16  com.intellij.diagnostic.CoroutineDumperKt$$Lambda/0x0000009805102498
25056:             1             16  com.intellij.diagnostic.CoroutineTraceStripKt$$Lambda/0x00000098050fc000
25057:             1             16  com.intellij.diagnostic.CoroutineTraceStripKt$$Lambda/0x00000098050fc250
25058:             1             16  com.intellij.diagnostic.CoroutineTracerShim$Companion
25059:             1             16  com.intellij.diagnostic.DialogAppender$$Lambda/0x0000009805258cc8
25060:             1             16  com.intellij.diagnostic.DialogAppender$processEvent$$inlined$filterIsInstance$1
25061:             1             16  com.intellij.diagnostic.EventWatcherService
25062:             1             16  com.intellij.diagnostic.EventWatcherService$$Lambda/0x0000009802920558
25063:             1             16  com.intellij.diagnostic.ITNProxy
25064:             1             16  com.intellij.diagnostic.ITNProxy$$Lambda/0x00000098024ce348
25065:             1             16  com.intellij.diagnostic.ITNProxy$$Lambda/0x00000098024d5b98
25066:             1             16  com.intellij.diagnostic.IdeHeartbeatEventReporter
25067:             1             16  com.intellij.diagnostic.IdeHeartbeatEventReporterService
25068:             1             16  com.intellij.diagnostic.IdeaFreezeReporter$1$1
25069:             1             16  com.intellij.diagnostic.IdeaFreezeReporter$Companion
25070:             1             16  com.intellij.diagnostic.IdeaFreezeReporterKt$$Lambda/0x0000009803e70800
25071:             1             16  com.intellij.diagnostic.IdeaFreezeReporterKt$$Lambda/0x0000009803e70a50
25072:             1             16  com.intellij.diagnostic.JVMResponsivenessMonitor$$Lambda/0x0000009803fbdbe8
25073:             1             16  com.intellij.diagnostic.LogMessage$$Lambda/0x00000098051f0d20
25074:             1             16  com.intellij.diagnostic.MacosMemoryUtil$Companion
25075:             1             16  com.intellij.diagnostic.MessagePool$$Lambda/0x00000098050ffc88
25076:             1             16  com.intellij.diagnostic.OtelReportingEventWatcher$$Lambda/0x000000980291bc10
25077:             1             16  com.intellij.diagnostic.PerformanceWatcher$$Lambda/0x000000980223fbf0
25078:             1             16  com.intellij.diagnostic.PerformanceWatcher$Companion
25079:             1             16  com.intellij.diagnostic.PerformanceWatcherImpl$$Lambda/0x000000980247a3c0
25080:             1             16  com.intellij.diagnostic.PerformanceWatcherImpl$2
25081:             1             16  com.intellij.diagnostic.PerformanceWatcherImpl$processUnfinishedFreeze$files$1$$Lambda/0x0000009803e792f0
25082:             1             16  com.intellij.diagnostic.PlatformMemoryUtil$Companion
25083:             1             16  com.intellij.diagnostic.StartUpMeasurer$$Lambda/0x00000098024637c0
25084:             1             16  com.intellij.diagnostic.StartUpMeasurer$$Lambda/0x0000009802468988
25085:             1             16  com.intellij.diagnostic.StartUpPerformanceService$Companion
25086:             1             16  com.intellij.diagnostic.ThreadDumpService
25087:             1             16  com.intellij.diagnostic.ThreadDumpService$Companion
25088:             1             16  com.intellij.diagnostic.ThreadDumper$$Lambda/0x00000098050dd2f8
25089:             1             16  com.intellij.diagnostic.ThreadDumper$$Lambda/0x00000098050dd568
25090:             1             16  com.intellij.diagnostic.ThreadDumper$$Lambda/0x00000098050dd7d8
25091:             1             16  com.intellij.diagnostic.ThreadDumper$$Lambda/0x00000098050dda28
25092:             1             16  com.intellij.diagnostic.ThreadDumper$$Lambda/0x00000098050e8c58
25093:             1             16  com.intellij.diagnostic.UILatencyLogger
25094:             1             16  com.intellij.diagnostic.WindowsDefenderChecker
25095:             1             16  com.intellij.diagnostic.WriteLockMeasurementListener
25096:             1             16  com.intellij.diagnostic.WriteLockMeasurementListener$Holder
25097:             1             16  com.intellij.diagnostic.WriteLockMeasurerImpl
25098:             1             16  com.intellij.diagnostic.fus.FusReportingEventWatcher$Companion
25099:             1             16  com.intellij.diagnostic.logs.DebugLogLevel$$Lambda/0x000000980244b8b0
25100:             1             16  com.intellij.diagnostic.logs.DebugLogLevel$Companion
25101:             1             16  com.intellij.diagnostic.logs.LogLevelConfigurationManager$Companion
25102:             1             16  com.intellij.diagnostic.logs.LogLevelConfigurationManager$State$$Lambda/0x00000098023e1748
25103:             1             16  com.intellij.diagnostic.logs.LogLevelConfigurationManager$State$$Lambda/0x00000098023e1998
25104:             1             16  com.intellij.diagnostic.logs.LogLevelConfigurationManager$State$$serializer
25105:             1             16  com.intellij.diagnostic.logs.LogLevelConfigurationManager$State$Companion
25106:             1             16  com.intellij.diagnostic.opentelemetry.JVMStatsToOTelReporter
25107:             1             16  com.intellij.diagnostic.opentelemetry.JVMStatsToOTelReporter$ReportingService
25108:             1             16  com.intellij.diagnostic.opentelemetry.LowMemoryToOTelReporter
25109:             1             16  com.intellij.diagnostic.opentelemetry.SafepointBean
25110:             1             16  com.intellij.diagnostic.ui.EventWatcherToolWindowFactory
25111:             1             16  com.intellij.diagram.DiagramFileType
25112:             1             16  com.intellij.diff.DiffActionPromoter
25113:             1             16  com.intellij.diff.DiffContentFactoryImpl
25114:             1             16  com.intellij.diff.DiffLightVirtualFileWritingAccessProvider
25115:             1             16  com.intellij.diff.actions.CompareFilesAction$$Lambda/0x0000009804acc360
25116:             1             16  com.intellij.diff.actions.DiffReaderModeMatcher
25117:             1             16  com.intellij.diff.actions.impl.DiffUiDataRule
25118:             1             16  com.intellij.diff.comparison.ByCharRt
25119:             1             16  com.intellij.diff.comparison.ByLineRt
25120:             1             16  com.intellij.diff.comparison.ByLineRt$Line$Companion
25121:             1             16  com.intellij.diff.comparison.ByWordRt
25122:             1             16  com.intellij.diff.comparison.ChunkOptimizer$LineChunkOptimizer$Companion
25123:             1             16  com.intellij.diff.comparison.ChunkOptimizer$WordChunkOptimizer$Companion
25124:             1             16  com.intellij.diff.comparison.ComparisonManagerImpl
25125:             1             16  com.intellij.diff.comparison.ComparisonUtil
25126:             1             16  com.intellij.diff.comparison.iterables.DiffIterableUtil
25127:             1             16  com.intellij.diff.editor.DiffEditorTabTitleProvider
25128:             1             16  com.intellij.diff.editor.DiffFileEditorProvider
25129:             1             16  com.intellij.diff.editor.DiffFileIconProvider
25130:             1             16  com.intellij.diff.editor.DiffInWindowDndListener
25131:             1             16  com.intellij.diff.impl.DiffSettingsHolder
25132:             1             16  com.intellij.diff.impl.DiffSettingsHolder$Companion
25133:             1             16  com.intellij.diff.impl.DiffSettingsHolder$DiffSettings$Companion
25134:             1             16  com.intellij.diff.settings.DiffSettingsProvider
25135:             1             16  com.intellij.diff.statistics.MergeStatisticsCollector
25136:             1             16  com.intellij.diff.tools.combined.CombinedDiffActionPromoter
25137:             1             16  com.intellij.diff.tools.external.ExternalDiffSettings$$Lambda/0x000000980553b4a8
25138:             1             16  com.intellij.diff.tools.external.ExternalDiffSettings$Companion
25139:             1             16  com.intellij.diff.tools.external.ExternalDiffSettings$ExternalToolConfiguration$Companion
25140:             1             16  com.intellij.diff.tools.util.base.HighlightingLevel$$Lambda/0x0000009805523878
25141:             1             16  com.intellij.diff.tools.util.base.HighlightingLevel$$Lambda/0x0000009805523af8
25142:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder
25143:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$Companion
25144:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x0000009805524aa8
25145:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x0000009805525628
25146:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x0000009805526688
25147:             1             16  com.intellij.diff.tools.util.base.TextDiffSettingsHolder$TextDiffSettings$$Lambda/0x0000009805527470
